index,Drug_Name,Reason,Description,Side_Effects
5828,Tomaris 10mg Tablet 10'STomaris 5mg Tablet 10'STomaris 20mg Tablet 10'S,Hypertension,used to treatÂ blood pressure (hypertension),"Fatigue, Dizziness, Headache"
5829,Topdip AT Tablet 10'STOPDIP 5MG TABLET 10'STopdip 2.5mg Tablet 10'STopdip 10mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina,"Rash, Dry mouth, Headache"
5830,Topdip M 50/5mg Tablet 10'STopdip M 25/2.5mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH),"Dry mouth, Diarrhea, Headache"
5831,Topol XL 100mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Fatigue, Rash, Stomach pain"
5832,TOR 20mg Tablet 10'STOR 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Headache, Fatigue, Diarrhea"
5833,Torcilin 5mg Tablet 10'STorcilin 10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dry mouth, Fatigue, Rash"
5834,Torcilin T Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Headache, Dry mouth, Stomach pain"
5835,Torpres 10mg Tablet 10'STorpres 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Rash, Drowsiness, Vomiting"
5836,Torsid 20mg Tablet 10'STorsid 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Rash, Fatigue, Stomach pain"
5837,Torsinex Forte 5mg Tablet 10'STorsinex Forte 10mg Tablet 10'STorsinex Forte 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dizziness, Drowsiness, Vomiting"
5838,Tozaar 50mg Tablet 10'STozaar 25mg Tablet 10'STozaar AT Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Vomiting, Rash, Diarrhea"
5839,Tozaar H Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Headache, Diarrhea, Nausea"
5840,Tozam Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Diarrhea, Vomiting, Fatigue"
5841,Translol 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Diarrhea, Vomiting, Drowsiness"
5842,Translol XL 25mg Tablet 10'STranslol XL 50mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Fatigue, Dry mouth, Rash"
5843,Translol XL AM Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Fatigue, Headache, Stomach pain"
5844,Tretan 20mg Tablet 10'STretan 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Rash, Drowsiness, Headache"
5845,Tretan H 40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Dry mouth, Drowsiness, Nausea"
5846,TRI Olmetor 20mg Tablet 10'STRI Olmetor 40mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Stomach pain, Dry mouth, Rash"
5847,Tricinod 5/40/6.25mg Tablet 10'STricinod 10/6.25mg Tablet 10'STricinod 10/6.25Mg Tablet 15'sTricinod 10/12.5mg Tablet 10'STricinod 5/6.25mg Tablet 10'STricinod 10/12.5Mg Tablet 15's,Hypertension,used to treatÂ blood pressure (hypertension),"Nausea, Dry mouth, Vomiting"
5848,Trilol 20mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina,"Dry mouth, Dizziness, Nausea"
5849,Trilopace Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH),"Dry mouth, Stomach pain, Nausea"
5850,Trilosacar 50/5/12.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Drowsiness, Fatigue, Vomiting"
5851,Trilosar 6.25mg Tablet 10'STrilosar 12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Headache, Stomach pain, Diarrhea"
5852,Trimacsart Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Headache, Fatigue, Dry mouth"
5853,Trinexovas 40mg Tablet 10'STrinexovas 20mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Rash, Fatigue, Nausea"
5854,Triolmesar 20mg Tablet 10'STriolmesar 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Nausea, Vomiting, Dizziness"
5855,Triolmesar CH 40mg Tablet 10'STriolmesar CH 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Dizziness, Rash, Nausea"
5856,Triolmezest 40mg Tablet 10'STriolmezest 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Headache, Dizziness, Drowsiness"
5857,TRIOLMEZEST CH 20mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Dry mouth, Fatigue, Stomach pain"
5858,Triolmighty 20mg Tablet 10'STriolmighty 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Diarrhea, Nausea, Vomiting"
5859,Triolsar 40mg Tablet 10'STriolsar 20mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Dry mouth, Nausea, Vomiting"
5860,Triolsar HS 20mg Tablet 10'STriolsar HS 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Diarrhea, Nausea, Dry mouth"
5861,Triolsertain 20mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dry mouth, Dizziness, Nausea"
5862,Triolvance 40mg Tablet 10'STriolvance 20mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Dry mouth, Rash, Headache"
5863,Tripin OM 40mg Tablet 10'STripin OM Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Diarrhea, Headache, Stomach pain"
5864,Triptolol Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Headache, Nausea, Dizziness"
5865,Triptova 25mg Tablet 10'STriptova 10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dry mouth, Fatigue, Drowsiness"
5866,TRISERTAIN 20mg Tablet 10'sTRISERTAIN 40mg Tablet 10's,Hypertension,used to treatÂ blood pressure (hypertension),"Vomiting, Dry mouth, Stomach pain"
5867,Tritelsar HS 80mg Tablet 10'STritelsar 80mg Tablet 10'STritelsar 40mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina,"Vomiting, Drowsiness, Headache"
5868,Tritelsar HS 40mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH),"Vomiting, Fatigue, Drowsiness"
5869,Trivalzaar 160mg Tablet 10'STrivalzaar 80mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Drowsiness, Diarrhea, Nausea"
5870,Trubis 5mg Tablet 10'STrubis 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Dry mouth, Dizziness, Nausea"
5871,Trugaba 150mg Capsule 10'STrugaba 75mg Capsule 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dizziness, Nausea, Vomiting"
5872,Trulol 25mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Diarrhea, Fatigue, Stomach pain"
5873,TSART AM 80MG TABLET 10'STsart Activ 40mg Tablet 30'STsart 40mg Tablet 15'STsart 80mg Tablet 10'STsart 20mg Tablet 15'STsart 40mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Dry mouth, Stomach pain, Diarrhea"
5874,Tsart AM 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Vomiting, Drowsiness, Fatigue"
5875,Tsart CL Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Vomiting, Diarrhea, Nausea"
5876,Tsart CT 40mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Rash, Dry mouth, Stomach pain"
5877,Tsart H 40mg Tablet 10'STsart H 80mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Dry mouth, Vomiting, Drowsiness"
5878,Tsart M 40/50mg Tablet 10'STsart M 40/25mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Vomiting, Dizziness, Diarrhea"
5879,Tsart R 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Rash, Headache, Drowsiness"
5880,Tsart Trio 6.25mg Tablet 10'STsart Trio 12.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Nausea, Dry mouth, Drowsiness"
5881,TWINBLOK M 50mg Tablet 10'sTWINBLOK M 25mg Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Stomach pain, Diarrhea, Drowsiness"
5882,Twinblok Trio Tablet 10's,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Nausea, Fatigue, Rash"
5883,Twincal 20mg Tablet 10'STwincal 40mg Tablet 10'STwincal 10mg Tablet 10'STwincal 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Drowsiness, Rash, Vomiting"
5884,Twinnebi 5/10mg Tablet 10'STwinnebi 5mg Tablet 10'STwinnebi 2.5/10mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Nausea, Fatigue, Vomiting"
5885,Twinolmy 40mg Tablet 10'STwinolmy 20mg Tablet 10'S,Hypertension,used to treatÂ blood pressure (hypertension),"Dry mouth, Headache, Nausea"
5886,Twintel 40mg Tablet 10'STwintel 80mg Tablet 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina,"Dizziness, Vomiting, Stomach pain"
5887,Twintel CH 40/10/6.25mg Tablet 10'STwintel CH 40/10/12.5mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH),"Nausea, Dizziness, Fatigue"
5888,Udilan 10mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Nausea, Stomach pain, Diarrhea"
5889,UDP 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Vomiting, Headache, Drowsiness"
5890,UDP AT 50/5mg Tablet 14'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dizziness, Drowsiness, Rash"
5891,Uterest SR 40mg Capsule 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Fatigue, Diarrhea, Stomach pain"
5892,UTL 25MG TABLET 14'SUTL 50MG TABLET 14'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Nausea, Rash, Stomach pain"
5893,Valbloc 20mg Tablet 10'SValbloc 80mg Tablet 10'SValbloc 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Vomiting, Stomach pain, Headache"
5894,Valembic 80mg Tablet 10'SValembic 40mg Tablet 10'SValembic 160mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Rash, Vomiting, Dizziness"
5895,Valembic 160 Am Tablet 10's,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Fatigue, Dry mouth, Drowsiness"
5896,Valembic 80 AM Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Diarrhea, Rash, Dizziness"
5897,Valembic H 80/12.5mg Tablet 10'SValembic H 16012.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Nausea, Diarrhea, Rash"
5898,Valent 40mg Tablet 10'SValent R 5mg Capsule 10'SValent 80mg Tablet 10'SValent 160mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Stomach pain, Headache, Nausea"
5899,Valent H Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Drowsiness, Diarrhea, Fatigue"
5900,Valent R 80/2.5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Fatigue, Vomiting, Dizziness"
5901,Valfect 40mg Tablet 10'SValfect 80mg Tablet 10'SValfect 160mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Drowsiness, Stomach pain, Nausea"
5902,Valfect H 80+12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Headache, Nausea, Vomiting"
5903,Valsac 50Mg Tablet 28'sVALSAC 100mg Tablet 28's,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Dizziness, Headache, Drowsiness"
5904,Valzaar 40mg Tablet 10'SValzaar H 80mg Tablet 10'SValzaar 20mg Tablet 10'SValzaar H 40mg Tablet 10'SValzaar 80mg Tablet 10'SValzaar H 160mg Tablet 10'SValzaar 160mg Tablet 10'S,Hypertension,used to treatÂ blood pressure (hypertension),"Drowsiness, Fatigue, Vomiting"
5905,Valzaar SM 2.5/80mg Capsule 10'S,Hypertension,Â chest pain due to narrowing of the blood vessels of the heart muscle (angina pectoris) or the rarer form of chest pain caused by cramping of the blood vessels of the heart muscle called Prinzmetal or variant angina,"Dry mouth, Rash, Dizziness"
5906,Vamlo 2.5mg Tablet 10'SVamlo 5mg Tablet 10'S,Hypertension,used to treat people with certain types of pulmonary arterial hypertension (PAH),"Rash, Headache, Dry mouth"
5907,Variace 5mg Tablet 10'SVariace 2.5mg Tablet 10'SVariace 5mg Capsule 7'SVariace 2.5mg Tablet 7'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Diarrhea, Nausea, Stomach pain"
5908,Variace H 2.5/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Stomach pain, Nausea, Dry mouth"
5909,Vasamlo LT Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Stomach pain, Fatigue, Dizziness"
5910,Vasogard 5mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Headache, Vomiting, Drowsiness"
5911,Vasomet XL 25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Nausea, Vomiting, Diarrhea"
5912,Vasomet XL 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Vomiting, Nausea, Drowsiness"
5913,Vasopril 2.5mg Tablet 10'S,Hypertension,lowerÂ chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH),"Rash, Dizziness, Fatigue"
5914,Vasotel A 5mg/40mg Tablet 10'S,Hypertension,Â treat high blood pressure (hypertension) and a type of chest pain called angina,"Dry mouth, Diarrhea, Drowsiness"
5915,Vazortan H 50/12.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults,"Rash, Headache, Drowsiness"
5916,Velol AM 50/5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure,"Vomiting, Dizziness, Fatigue"
5917,Velol XL 25mg Tablet 10'SVelol XL 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension),"Drowsiness, Headache, Dry mouth"
